property;n;sum;min;max;Gini
http://www.wikidata.org/prop/direct/P1422;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1423;14054;14754;1;19;0.046256534
http://www.wikidata.org/prop/direct/P1424;14029;14267;1;13;0.016502519
http://www.wikidata.org/prop/direct/P1403;8896;11401;1;5;0.168610168
http://www.wikidata.org/prop/direct/P1429;167;184;1;4;0.087151783
http://www.wikidata.org/prop/direct/P1430;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1408;7498;15896;1;43;0.426399565
http://www.wikidata.org/prop/direct/P1431;3716;7329;1;255;0.430047678
http://www.wikidata.org/prop/direct/P1434;320;6078;1;2370;0.847210225
http://www.wikidata.org/prop/direct/P1435;974;1811256;1;374985;0.962240308
http://www.wikidata.org/prop/direct/P1436;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1438;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1439;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1440;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1427;5547;20012;1;669;0.637640239
http://www.wikidata.org/prop/direct/P1442;32707;35372;1;24;0.072043469
http://www.wikidata.org/prop/direct/P1416;6661;55060;1;1701;0.826528585
http://www.wikidata.org/prop/direct/P1445;3433;3473;1;2;0.011383224
http://www.wikidata.org/prop/direct/P1447;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1448;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1449;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1451;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1454;778;131943;1;12163;0.931111534
http://www.wikidata.org/prop/direct/P1455;739;864;1;19;0.139866186
http://www.wikidata.org/prop/direct/P1456;14733;15302;1;44;0.03708389
http://www.wikidata.org/prop/direct/P1457;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1459;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1460;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1461;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1462;171;2590;1;729;0.889010815
http://www.wikidata.org/prop/direct/P1463;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1464;32265;32504;1;6;0.007308228
http://www.wikidata.org/prop/direct/P1465;13050;13147;1;5;0.007334657
http://www.wikidata.org/prop/direct/P1466;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1469;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1471;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1472;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1473;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1476;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1477;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1478;306;393;1;15;0.203670442
http://www.wikidata.org/prop/direct/P1479;305;384;1;9;0.179422814
http://www.wikidata.org/prop/direct/P1481;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1482;3561;3578;1;2;0.004728575
http://www.wikidata.org/prop/direct/P1483;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1529;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1531;720;1167;1;16;0.326541226
http://www.wikidata.org/prop/direct/P1532;374;157352;1;34034;0.894701528
http://www.wikidata.org/prop/direct/P1533;11600;12119;1;59;0.042029963
http://www.wikidata.org/prop/direct/P1444;5088;13900;1;350;0.531075885
http://www.wikidata.org/prop/direct/P1536;117;131;1;4;0.100476284
http://www.wikidata.org/prop/direct/P1537;121;211;1;56;0.40632956
http://www.wikidata.org/prop/direct/P1538;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1539;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1540;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1541;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1535;3538;5393;1;88;0.325037208
http://www.wikidata.org/prop/direct/P1543;286;287;1;2;0.003472138
http://www.wikidata.org/prop/direct/P1544;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1545;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1542;3192;4039;1;25;0.195186763
http://www.wikidata.org/prop/direct/P1546;150;419;1;187;0.604184566
http://www.wikidata.org/prop/direct/P1548;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1549;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1550;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1547;1886;6755;1;2503;0.669501088
http://www.wikidata.org/prop/direct/P1553;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1554;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1555;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1556;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1557;1095;1736;1;17;0.322267113
http://www.wikidata.org/prop/direct/P1559;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1560;2819;3044;1;5;0.070096897
http://www.wikidata.org/prop/direct/P1561;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1562;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1563;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1564;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1565;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1552;3551;143865;1;78623;0.969930658
http://www.wikidata.org/prop/direct/P1567;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1574;278;529;1;27;0.418306565
http://www.wikidata.org/prop/direct/P1576;132;1027;1;343;0.838046974
http://www.wikidata.org/prop/direct/P1577;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1578;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1579;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1580;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1581;4082;4095;1;2;0.003164493
http://www.wikidata.org/prop/direct/P1566;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1584;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1585;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1586;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1587;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1588;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1589;251;443;1;37;0.399629473
http://www.wikidata.org/prop/direct/P1590;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1591;3453;3886;1;5;0.098922834
http://www.wikidata.org/prop/direct/P1593;100;152;1;8;0.292368421
http://www.wikidata.org/prop/direct/P1582;1000;1273;1;9;0.186387274
http://www.wikidata.org/prop/direct/P1594;249;369;1;19;0.298494792
http://www.wikidata.org/prop/direct/P1595;159;4169;1;3429;0.939199331
http://www.wikidata.org/prop/direct/P1596;95;1351;1;719;0.880268028
http://www.wikidata.org/prop/direct/P1599;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1600;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1601;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1602;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1603;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1607;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1608;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1609;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1610;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1611;20;250;2;26;0.3532
http://www.wikidata.org/prop/direct/P1612;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1613;406;512;1;94;0.206271167
http://www.wikidata.org/prop/direct/P1614;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1615;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1616;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1617;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1618;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1619;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1620;182;206;1;9;0.111757175
http://www.wikidata.org/prop/direct/P1621;3587;3934;1;36;0.086946182
http://www.wikidata.org/prop/direct/P1622;2;410;80;330;0.304878049
http://www.wikidata.org/prop/direct/P1624;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1625;450;636;1;23;0.250754717
http://www.wikidata.org/prop/direct/P1626;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1627;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1628;546;561;1;3;0.02609482
http://www.wikidata.org/prop/direct/P1441;15860;93408;1;555;0.658496145
http://www.wikidata.org/prop/direct/P1630;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1631;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1635;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1636;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1637;17;185;1;37;0.515103339
http://www.wikidata.org/prop/direct/P1638;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1639;1835;1843;1;2;0.004321825
http://www.wikidata.org/prop/direct/P1640;615;771;1;16;0.185943712
http://www.wikidata.org/prop/direct/P1641;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1644;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1647;180;587;1;37;0.548939996
http://www.wikidata.org/prop/direct/P1648;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1649;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1650;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1651;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1652;1210;18115;1;343;0.81304973
http://www.wikidata.org/prop/direct/P1653;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1654;19;838;1;324;0.785956538
http://www.wikidata.org/prop/direct/P1656;242;287;1;6;0.139358424
http://www.wikidata.org/prop/direct/P1657;7;1940;5;972;0.63460972
http://www.wikidata.org/prop/direct/P1629;5904;7110;1;17;0.154612287
http://www.wikidata.org/prop/direct/P1661;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1662;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1663;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1665;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1667;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1669;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1670;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1671;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1672;954;1210;1;7;0.179638581
http://www.wikidata.org/prop/direct/P1678;40;199;1;68;0.664698492
http://www.wikidata.org/prop/direct/P1679;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1680;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1684;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1685;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1659;5649;15547;1;33;0.396275466
http://www.wikidata.org/prop/direct/P1692;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1693;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1694;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1695;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1696;162;168;1;2;0.034391534
http://www.wikidata.org/prop/direct/P1697;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1699;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1700;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1702;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1705;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1707;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1708;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1709;1083;1096;1;3;0.011739154
http://www.wikidata.org/prop/direct/P1710;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1711;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1712;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1713;1978;1978;1;1;1.75E-14
http://www.wikidata.org/prop/direct/P1714;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1716;538;9213;1;348;0.812504111
http://www.wikidata.org/prop/direct/P1717;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1725;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1726;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1727;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1728;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1729;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1730;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1731;41;361;1;114;0.731977569
http://www.wikidata.org/prop/direct/P1732;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1733;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1736;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1739;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1740;1251;1254;1;2;0.002386607
http://www.wikidata.org/prop/direct/P1741;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1743;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1744;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1745;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1746;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1747;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1748;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1749;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1750;368;2440;1;11;0.127002406
http://www.wikidata.org/prop/direct/P1752;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1753;29100;29747;1;10;0.021423169
http://www.wikidata.org/prop/direct/P1754;29269;29367;1;4;0.003327609
http://www.wikidata.org/prop/direct/P1755;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1761;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1762;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1764;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1766;6427;6485;1;4;0.008871018
http://www.wikidata.org/prop/direct/P1769;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1770;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1771;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1772;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1782;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1786;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1787;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1788;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1791;4261;4291;1;5;0.006954077
http://www.wikidata.org/prop/direct/P1792;24822;24851;1;3;0.001165682
http://www.wikidata.org/prop/direct/P1793;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1795;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1798;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1799;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1800;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1801;11178;11485;1;19;0.026340728
http://www.wikidata.org/prop/direct/P1802;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1804;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1807;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1808;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1809;1218;3944;1;117;0.562545173
http://www.wikidata.org/prop/direct/P1810;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1811;4212;4231;1;3;0.004474223
http://www.wikidata.org/prop/direct/P1813;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1814;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1815;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1816;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1817;217;439;1;66;0.475798579
http://www.wikidata.org/prop/direct/P1818;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1819;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1820;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1821;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1822;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1824;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1825;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1826;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1827;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1828;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1829;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1830;30300;33337;1;23;0.087095597
http://www.wikidata.org/prop/direct/P1831;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1832;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1838;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1839;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1840;167;391;1;133;0.542628298
http://www.wikidata.org/prop/direct/P2399;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2400;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2401;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2402;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2403;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2404;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2405;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2407;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2408;622;4475;1;820;0.801125582
http://www.wikidata.org/prop/direct/P2409;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2410;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2412;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2413;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2415;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2416;483;29513;1;2299;0.904251269
http://www.wikidata.org/prop/direct/P1687;6563;7968;1;28;0.158282566
http://www.wikidata.org/prop/direct/P2418;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2421;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2423;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2424;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2425;3467;4097;1;19;0.143694244
http://www.wikidata.org/prop/direct/P2426;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2427;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2428;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2429;5;2184;12;1130;0.568498168
http://www.wikidata.org/prop/direct/P2431;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2432;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2435;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2436;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2437;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2417;4461;36007;1;222;0.662925657
http://www.wikidata.org/prop/direct/P2440;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2441;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2442;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P1598;19199;77398;1;335;0.527833702
http://www.wikidata.org/prop/direct/P2447;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2448;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2449;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2450;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2451;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2452;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2454;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2455;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2446;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2458;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2459;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2460;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2461;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2456;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2463;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2462;51;95;1;7;0.337254902
http://www.wikidata.org/prop/direct/P2465;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2467;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2468;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2469;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2471;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2472;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2464;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2473;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2476;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2477;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2479;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2482;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2483;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2481;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2484;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2488;1529;1543;1;2;0.008990157
http://www.wikidata.org/prop/direct/P2489;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2438;857;1164;1;27;0.246967564
http://www.wikidata.org/prop/direct/P2492;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2491;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2493;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2487;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2494;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2497;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2496;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2498;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2500;1212;1327;1;5;0.081489178
http://www.wikidata.org/prop/direct/P2504;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2503;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2506;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2507;19200;19431;1;69;0.011855961
http://www.wikidata.org/prop/direct/P2508;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2509;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2510;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2511;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2512;326;332;1;2;0.01773967
http://www.wikidata.org/prop/direct/P2499;1085;1352;1;26;0.188280206
http://www.wikidata.org/prop/direct/P2517;4046;4142;1;8;0.022910479
http://www.wikidata.org/prop/direct/P2518;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2519;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2520;698;744;1;13;0.05992544
http://www.wikidata.org/prop/direct/P2521;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2515;2522;11619;1;183;0.658430649
http://www.wikidata.org/prop/direct/P2525;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2526;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2527;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2528;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2529;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2530;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2531;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2532;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2533;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2534;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2536;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2537;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2538;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2539;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2540;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2505;3722;7352;1;132;0.436282531
http://www.wikidata.org/prop/direct/P2545;10;1369;1;831;0.791599708
http://www.wikidata.org/prop/direct/P2546;129;189;1;10;0.262253394
http://www.wikidata.org/prop/direct/P2547;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2548;2;1007534;502811;504723;9.49E-04
http://www.wikidata.org/prop/direct/P2549;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2541;3034;9660;1;556;0.626239745
http://www.wikidata.org/prop/direct/P2551;47;308;1;218;0.794694667
http://www.wikidata.org/prop/direct/P2554;1785;11142;1;454;0.71163996
http://www.wikidata.org/prop/direct/P2555;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2556;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2557;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2558;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2559;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2561;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2562;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2563;142;5328;1;637;0.772633549
http://www.wikidata.org/prop/direct/P2564;25;1723;1;605;0.860638421
http://www.wikidata.org/prop/direct/P2565;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2566;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2550;4541;6009;1;18;0.207528537
http://www.wikidata.org/prop/direct/P2522;7811;11618;1;217;0.313834661
http://www.wikidata.org/prop/direct/P2572;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2573;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2568;652;5889;1;1118;0.829585835
http://www.wikidata.org/prop/direct/P2574;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2575;100;148;1;4;0.257432432
http://www.wikidata.org/prop/direct/P2579;994;3620;1;765;0.663652634
http://www.wikidata.org/prop/direct/P2580;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2581;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2582;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2578;1300;1484;1;7;0.11405764
http://www.wikidata.org/prop/direct/P2584;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2586;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2583;0;0;2147483647;0;1
http://www.wikidata.org/prop/direct/P2589;0;0;2147483647;0;1
